customer_id,age_group,household_size,household_type,income_decile,income_level,residence_type,disposable_income,monthly_food_budget,mart_fresh_budget,price_sensitivity,freshness_sensitivity,basket_size_factor,visit_lambda_year,visit_frequency,preferred_category,pref_produce,pref_meat,pref_dairy,pref_deli,pref_cheese
CUS000860,60_plus,3~4,family,10,high,apartment,10674991,747339,33630,0.3935,0.8228,1.11,48.4,low,produce,0.4916,0.2313,0.194,0.0701,0.0131
CUS000861,60_plus,2,senior,7,middle,apartment,4564124,434458,19551,0.3964,0.7594,1.0,71.6,medium,produce,0.5569,0.2665,0.0513,0.1045,0.0207
CUS000862,60_plus,1,senior,3,low,single_household,2039997,177959,8008,0.5993,0.7343,0.897,77.6,medium,produce,0.4179,0.3436,0.0607,0.0287,0.1491
CUS000863,50s,2,couple,9,high,apartment,6734142,586478,26392,0.3168,0.8543,1.0,101.1,medium,dairy,0.3313,0.2005,0.3406,0.0577,0.0699
CUS000864,30s,3~4,family,6,middle,apartment,3778538,456097,20524,0.575,0.7287,1.11,155.8,high,produce,0.3564,0.1566,0.3267,0.097,0.0633
CUS000865,50s,3~4,family,2,low,apartment,1372460,377786,17000,0.7109,0.8544,1.11,104.4,medium,produce,0.3642,0.3435,0.1251,0.1047,0.0624
CUS000866,60_plus,1,senior,1,low,single_household,597808,156027,7021,0.8228,0.6766,0.897,76.3,medium,produce,0.5934,0.1071,0.1951,0.0579,0.0465
CUS000867,60_plus,3~4,family,4,middle,apartment,2650689,337067,15168,0.6309,0.7911,1.11,115.0,high,produce,0.3706,0.1504,0.3527,0.0555,0.0709
CUS000868,30s,3~4,family,3,low,villa,2039997,318548,14335,0.6447,0.7147,1.11,119.8,high,meat,0.262,0.3163,0.1862,0.2196,0.0159
CUS000869,60_plus,3~4,family,4,middle,apartment,2650689,441466,19866,0.6668,0.8257,1.11,83.5,medium,produce,0.3778,0.1685,0.2089,0.0942,0.1507
CUS000870,30s,3~4,family,5,middle,apartment,3185740,401798,18081,0.4413,0.7614,1.11,78.4,medium,produce,0.3144,0.1969,0.267,0.1293,0.0924
CUS000871,20s,2,couple,5,middle,apartment,3185740,383933,17277,0.5278,0.6101,1.0,152.2,high,produce,0.4213,0.0929,0.0507,0.3054,0.1298
CUS000872,30s,3~4,family,7,middle,villa,4564124,420642,18929,0.3795,0.6336,1.11,107.1,medium,produce,0.3785,0.1268,0.1398,0.2056,0.1493
CUS000873,50s,2,couple,9,high,apartment,6734142,724458,32601,0.4507,0.7051,1.0,68.3,medium,meat,0.2781,0.317,0.1794,0.1138,0.1116
CUS000874,60_plus,2,senior,4,middle,apartment,2650689,393657,17715,0.677,0.8861,1.0,48.5,low,produce,0.4592,0.2907,0.1998,0.0399,0.0103
CUS000875,60_plus,2,senior,9,high,apartment,6734142,500724,22533,0.4362,0.7992,1.0,82.0,medium,produce,0.4612,0.1509,0.2448,0.1076,0.0354
CUS000876,40s,2,couple,9,high,apartment,6734142,621216,27955,0.4166,0.8632,1.0,47.4,low,produce,0.3381,0.2387,0.196,0.1834,0.0439
CUS000877,40s,2,couple,8,high,apartment,5406144,651752,29329,0.4201,0.8234,1.0,149.1,high,produce,0.5405,0.1864,0.1632,0.0628,0.0473
CUS000878,60_plus,2,senior,6,middle,apartment,3778538,500484,22522,0.4277,0.8978,1.0,64.9,medium,produce,0.4335,0.1696,0.2716,0.0891,0.0362
CUS000879,60_plus,2,senior,2,low,apartment,1372460,357259,16077,0.6558,0.7332,1.0,137.5,high,produce,0.4253,0.3294,0.155,0.0685,0.0218
CUS000880,60_plus,1,senior,6,middle,single_household,3778538,221225,9955,0.4922,0.6133,0.897,129.5,high,produce,0.5988,0.1128,0.1091,0.1136,0.0657
CUS000881,40s,1,single,1,low,single_household,597808,158565,7135,0.8474,0.8185,0.897,58.9,medium,produce,0.3711,0.1862,0.166,0.2138,0.063
CUS000882,40s,1,single,2,low,single_household,1372460,163804,7371,0.597,0.8603,0.897,40.6,low,produce,0.3518,0.2092,0.2598,0.0739,0.1054
CUS000883,40s,3~4,family,9,high,villa,6734142,749396,33723,0.4454,0.7676,1.11,67.2,medium,produce,0.358,0.3304,0.1413,0.1095,0.0608
CUS000884,60_plus,2,senior,1,low,apartment,597808,288569,12986,0.818,0.8128,1.0,100.2,medium,produce,0.364,0.2263,0.2361,0.0858,0.0878
CUS000885,60_plus,2,senior,3,low,villa,2039997,371577,16721,0.5138,0.8599,1.0,44.4,low,produce,0.4873,0.2762,0.165,0.0093,0.0622
CUS000886,60_plus,1,senior,8,high,apartment,5406144,351471,15816,0.3868,0.7281,0.897,84.7,medium,produce,0.5583,0.2276,0.1009,0.0923,0.0209
CUS000887,60_plus,3~4,family,3,low,apartment,2039997,376795,16956,0.6328,0.8169,1.11,47.1,low,produce,0.5114,0.3081,0.0754,0.0691,0.0359
CUS000888,60_plus,3~4,family,5,middle,villa,3185740,552637,24869,0.4614,0.7961,1.11,95.2,medium,produce,0.4313,0.2423,0.1997,0.0701,0.0566
CUS000889,50s,3~4,family,7,middle,apartment,4564124,638075,28713,0.4365,0.9456,1.11,111.9,high,produce,0.4172,0.2607,0.1131,0.1172,0.0918
CUS000890,30s,2,couple,7,middle,apartment,4564124,535693,24106,0.4402,0.6287,1.0,112.3,high,dairy,0.2648,0.3132,0.3298,0.0128,0.0794
CUS000891,30s,2,couple,6,middle,villa,3778538,486809,21906,0.4077,0.7899,1.0,80.3,medium,produce,0.4147,0.195,0.1705,0.1959,0.024
CUS000892,40s,2,couple,4,middle,apartment,2650689,321708,14477,0.6859,0.7497,1.0,61.1,medium,produce,0.4304,0.2222,0.2339,0.0722,0.0412
CUS000893,60_plus,2,senior,1,low,apartment,597808,276907,12461,0.8061,0.8379,1.0,157.3,high,produce,0.5425,0.1855,0.2075,0.0438,0.0207
CUS000894,60_plus,3~4,family,6,middle,apartment,3778538,658511,29633,0.4022,0.881,1.11,110.7,high,produce,0.5513,0.233,0.0808,0.0108,0.1241
CUS000895,50s,3~4,family,9,high,villa,6734142,489204,22014,0.3828,0.7658,1.11,39.7,low,produce,0.394,0.3633,0.0959,0.0718,0.0751
CUS000896,60_plus,2,senior,7,middle,apartment,4564124,492986,22184,0.3823,0.6754,1.0,138.6,high,produce,0.4029,0.1994,0.1629,0.1317,0.103
CUS000897,60_plus,2,senior,3,low,apartment,2039997,368070,16563,0.5679,0.7885,1.0,80.3,medium,meat,0.2898,0.3217,0.1469,0.1693,0.0723
CUS000898,50s,3~4,family,3,low,apartment,2039997,347021,15616,0.6743,0.7348,1.11,67.9,medium,produce,0.3698,0.2549,0.2204,0.0619,0.093
CUS000899,60_plus,2,senior,5,middle,apartment,3185740,423065,19038,0.4677,0.7291,1.0,53.2,low,produce,0.5552,0.0774,0.2757,0.0281,0.0636
CUS000900,20s,1,single,7,middle,villa,4564124,265283,11938,0.3783,0.7147,0.897,85.5,medium,produce,0.3298,0.2803,0.2742,0.0939,0.0218
CUS000901,40s,2,couple,2,low,apartment,1372460,369034,16607,0.8222,0.7887,1.0,81.3,medium,produce,0.4399,0.17,0.2806,0.0697,0.0398
CUS000902,60_plus,2,senior,4,middle,villa,2650689,351343,15810,0.6658,0.5602,1.0,85.3,medium,produce,0.4302,0.2954,0.1485,0.0242,0.1016
CUS000903,60_plus,2,senior,9,high,apartment,6734142,590130,26556,0.4608,0.8467,1.0,67.0,medium,produce,0.3989,0.268,0.2079,0.0144,0.1109
CUS000904,20s,1,single,2,low,apartment,1372460,177608,7992,0.6458,0.7019,0.897,70.0,medium,dairy,0.2871,0.134,0.2902,0.2345,0.0543
CUS000905,60_plus,3~4,family,8,high,apartment,5406144,525205,23634,0.4704,0.8323,1.11,73.6,medium,produce,0.397,0.385,0.0824,0.0806,0.055
CUS000906,40s,1,single,4,middle,single_household,2650689,187065,8418,0.5172,0.758,0.897,99.1,medium,produce,0.4116,0.2826,0.1554,0.0785,0.0719
CUS000907,40s,3~4,family,7,middle,apartment,4564124,631300,28409,0.4602,0.7623,1.11,113.9,high,produce,0.4217,0.2288,0.0864,0.146,0.117
CUS000908,60_plus,1,senior,4,middle,single_household,2650689,225714,10157,0.582,0.8113,0.897,55.8,medium,produce,0.504,0.1577,0.2159,0.0075,0.1149
CUS000909,60_plus,2,senior,5,middle,apartment,3185740,398470,17931,0.5144,0.7668,1.0,131.6,high,produce,0.4802,0.2385,0.2006,0.034,0.0467
CUS000910,60_plus,1,senior,3,low,villa,2039997,226830,10207,0.6251,0.8114,0.897,88.3,medium,produce,0.3908,0.2941,0.2419,0.054,0.0193
CUS000911,50s,3~4,family,5,middle,apartment,3185740,433630,19513,0.6917,0.8302,1.11,68.7,medium,produce,0.4547,0.2916,0.1715,0.0769,0.0052
CUS000912,40s,1,single,6,middle,apartment,3778538,211321,9509,0.5272,0.6451,0.897,59.2,medium,produce,0.4571,0.2348,0.1872,0.0697,0.0512
CUS000913,20s,1,single,3,low,single_household,2039997,184806,8316,0.5124,0.6336,0.897,186.3,high,deli,0.2284,0.2905,0.0878,0.3072,0.0861
CUS000914,20s,1,single,3,low,single_household,2039997,202337,9105,0.668,0.6862,0.897,100.8,medium,deli,0.2387,0.1697,0.2594,0.2829,0.0493
CUS000915,60_plus,2,senior,6,middle,apartment,3778538,420698,18931,0.4915,0.8717,1.0,48.0,low,produce,0.3443,0.2814,0.2005,0.1056,0.0682
CUS000916,50s,1,single,1,low,apartment,597808,171629,7723,0.8297,0.8231,0.897,117.3,high,produce,0.3037,0.1961,0.2477,0.1806,0.0718
CUS000917,30s,2,couple,10,high,apartment,10674991,723144,32541,0.183,0.723,1.0,133.3,high,meat,0.2785,0.3748,0.1252,0.211,0.0106
CUS000918,40s,3~4,family,4,middle,apartment,2650689,440992,19845,0.5957,0.767,1.11,90.8,medium,produce,0.4607,0.3246,0.0878,0.0901,0.0368
CUS000919,50s,2,couple,10,high,apartment,10674991,653997,29430,0.2154,0.9076,1.0,30.8,low,produce,0.4863,0.2306,0.187,0.0857,0.0104
CUS000920,60_plus,2,senior,4,middle,villa,2650689,342072,15393,0.5282,0.7622,1.0,48.0,low,produce,0.3908,0.3032,0.2358,0.0166,0.0536
CUS000921,60_plus,1,senior,4,middle,single_household,2650689,246933,11112,0.6511,0.7905,0.897,67.8,medium,produce,0.57,0.1906,0.0933,0.0162,0.1299
CUS000922,20s,1,single,6,middle,single_household,3778538,295300,13289,0.4507,0.6709,0.897,84.9,medium,produce,0.309,0.1572,0.2596,0.2473,0.0268
CUS000923,60_plus,5+,family,9,high,villa,6734142,829308,37319,0.2507,0.7366,1.252,50.3,low,produce,0.5425,0.2169,0.1799,0.0188,0.0419
CUS000924,60_plus,2,senior,2,low,villa,1372460,314037,14132,0.7415,0.7813,1.0,64.9,medium,produce,0.3723,0.2383,0.2131,0.042,0.1342
CUS000925,40s,3~4,family,9,high,apartment,6734142,683243,30746,0.5571,0.6086,1.11,71.9,medium,meat,0.2419,0.3441,0.3013,0.0748,0.0379
CUS000926,60_plus,1,senior,4,middle,apartment,2650689,201717,9077,0.6798,0.8748,0.897,57.7,medium,produce,0.5235,0.1632,0.1809,0.0619,0.0706
CUS000927,50s,2,couple,3,low,villa,2039997,354392,15948,0.6538,0.8213,1.0,176.0,high,produce,0.5078,0.3133,0.1225,0.0312,0.0252
CUS000928,30s,3~4,family,5,middle,apartment,3185740,445206,20034,0.5132,0.5566,1.11,129.6,high,produce,0.4081,0.3961,0.073,0.0823,0.0405
CUS000929,60_plus,1,senior,4,middle,single_household,2650689,206850,9308,0.4459,0.6452,0.897,121.7,high,produce,0.6955,0.1337,0.0709,0.0111,0.0887
CUS000930,40s,1,single,5,middle,apartment,3185740,213107,9590,0.5548,0.7889,0.897,68.7,medium,produce,0.3731,0.2137,0.1909,0.1197,0.1026
CUS000931,20s,1,single,4,middle,apartment,2650689,235958,10618,0.6785,0.7576,0.897,52.2,low,deli,0.2432,0.1592,0.2072,0.3527,0.0376
CUS000932,60_plus,1,senior,4,middle,villa,2650689,182067,8193,0.5001,0.7867,0.897,58.9,medium,produce,0.6453,0.1242,0.1382,0.0573,0.0351
CUS000933,60_plus,2,senior,7,middle,apartment,4564124,579450,26075,0.5292,0.825,1.0,85.3,medium,produce,0.4502,0.2105,0.1712,0.1116,0.0565
CUS000934,40s,1,single,8,high,single_household,5406144,328286,14773,0.4475,0.8318,0.897,84.2,medium,produce,0.468,0.213,0.1608,0.0891,0.0691
CUS000935,40s,3~4,family,7,middle,apartment,4564124,634818,28567,0.4477,0.8989,1.11,91.4,medium,meat,0.2785,0.3858,0.145,0.136,0.0547
CUS000936,40s,3~4,family,10,high,apartment,10674991,707189,31824,0.4144,0.783,1.11,92.9,medium,produce,0.3677,0.3364,0.1299,0.1104,0.0557
CUS000937,40s,3~4,family,10,high,apartment,10674991,794051,35732,0.3737,0.7867,1.11,51.4,low,produce,0.3272,0.1847,0.2466,0.1049,0.1368
CUS000938,60_plus,1,senior,7,middle,apartment,4564124,284038,12782,0.4467,0.7889,0.897,127.6,high,produce,0.4666,0.2286,0.2392,0.0423,0.0233
CUS000939,60_plus,1,senior,5,middle,single_household,3185740,173641,7814,0.508,0.6894,0.897,92.3,medium,produce,0.4456,0.3478,0.0837,0.0689,0.054
CUS000940,40s,2,couple,6,middle,apartment,3778538,391667,17625,0.5489,0.8513,1.0,62.2,medium,meat,0.2209,0.2704,0.2154,0.2298,0.0636
CUS000941,30s,1,single,1,low,villa,597808,154584,6956,0.8479,0.6319,0.897,120.2,high,meat,0.2118,0.3215,0.2222,0.2036,0.0409
CUS000942,50s,1,single,6,middle,single_household,3778538,290703,13082,0.5272,0.9504,0.897,58.3,medium,produce,0.4598,0.1342,0.1821,0.1542,0.0697
CUS000943,60_plus,1,senior,5,middle,single_household,3185740,269105,12110,0.4522,0.7283,0.897,112.5,high,produce,0.6481,0.1613,0.1042,0.0534,0.033
CUS000944,20s,1,single,1,low,villa,597808,161136,7251,0.9642,0.748,0.897,55.5,medium,deli,0.2685,0.1639,0.1494,0.3771,0.0411
CUS000945,50s,2,couple,2,low,apartment,1372460,350376,15767,0.747,0.6967,1.0,62.9,medium,produce,0.3267,0.2269,0.2119,0.0937,0.1409
CUS000946,50s,2,couple,3,low,apartment,2039997,292340,13155,0.548,0.7882,1.0,135.0,high,produce,0.4127,0.3319,0.1223,0.0891,0.044
CUS000947,30s,1,single,6,middle,single_household,3778538,237596,10692,0.5008,0.7917,0.897,102.7,medium,produce,0.5533,0.2411,0.1168,0.0791,0.0097
CUS000948,50s,3~4,family,5,middle,villa,3185740,480090,21604,0.7513,0.7551,1.11,69.3,medium,produce,0.382,0.2196,0.2068,0.1073,0.0843
CUS000949,50s,3~4,family,8,high,apartment,5406144,813821,36622,0.5086,0.7613,1.11,82.9,medium,produce,0.4337,0.2745,0.068,0.0837,0.1401
CUS000950,60_plus,1,senior,1,low,villa,597808,142378,6407,0.8672,0.8362,0.897,42.5,low,produce,0.5292,0.2708,0.0759,0.0897,0.0344
CUS000951,60_plus,2,senior,3,low,villa,2039997,381904,17186,0.6123,0.7687,1.0,173.4,high,produce,0.5516,0.1426,0.2288,0.0601,0.017
CUS000952,60_plus,1,senior,10,high,single_household,10674991,328060,14763,0.2273,0.7316,0.897,105.2,medium,produce,0.5182,0.2404,0.0949,0.1197,0.0268
CUS000953,60_plus,3~4,family,10,high,apartment,10674991,751428,33814,0.3219,0.9071,1.11,59.3,medium,meat,0.2859,0.347,0.2026,0.1365,0.028
CUS000954,50s,2,couple,1,low,apartment,597808,259667,11685,0.8614,0.8029,1.0,163.1,high,produce,0.3407,0.2387,0.1956,0.1113,0.1136
CUS000955,60_plus,2,senior,4,middle,apartment,2650689,456588,20546,0.6963,0.6776,1.0,136.5,high,produce,0.4265,0.2747,0.1342,0.1476,0.017
CUS000956,40s,3~4,family,10,high,apartment,10674991,690137,31056,0.3469,0.702,1.11,82.1,medium,produce,0.4157,0.2331,0.2043,0.0781,0.0688
CUS000957,50s,2,couple,5,middle,villa,3185740,471475,21216,0.3608,0.6089,1.0,106.7,medium,produce,0.3762,0.2942,0.0728,0.1977,0.0591
CUS000958,60_plus,3~4,family,4,middle,villa,2650689,372505,16763,0.5585,0.7552,1.11,103.7,medium,produce,0.4806,0.2477,0.1909,0.0475,0.0334
CUS000959,20s,1,single,8,high,apartment,5406144,263714,11867,0.4878,0.6721,0.897,73.4,medium,produce,0.3977,0.2981,0.0755,0.1847,0.044
CUS000960,50s,3~4,family,9,high,apartment,6734142,588490,26482,0.5038,0.8813,1.11,51.3,low,meat,0.2802,0.462,0.0699,0.0485,0.1394
CUS000961,50s,2,couple,10,high,single_household,10674991,580440,26120,0.2438,0.6699,1.0,93.5,medium,produce,0.5644,0.1405,0.1237,0.1161,0.0553
CUS000962,60_plus,2,senior,1,low,apartment,597808,253922,11426,0.8589,0.9419,1.0,112.5,high,produce,0.5646,0.2284,0.1153,0.0113,0.0803
CUS000963,60_plus,1,senior,6,middle,villa,3778538,231457,10416,0.4564,0.7835,0.897,102.0,medium,produce,0.4949,0.1384,0.2204,0.0114,0.1349
CUS000964,60_plus,2,senior,4,middle,apartment,2650689,380008,17100,0.554,0.7718,1.0,103.9,medium,produce,0.4613,0.1602,0.0892,0.2073,0.082
CUS000965,30s,3~4,family,7,middle,apartment,4564124,523746,23569,0.4699,0.8256,1.11,41.8,low,produce,0.464,0.1651,0.2173,0.1382,0.0153
CUS000966,40s,1,single,1,low,apartment,597808,172623,7768,0.8207,0.7662,0.897,81.2,medium,produce,0.3414,0.2227,0.3057,0.0385,0.0916
CUS000967,50s,5+,family,8,high,apartment,5406144,558412,25129,0.5447,0.7414,1.252,56.3,medium,produce,0.5019,0.2455,0.161,0.0688,0.0229
CUS000968,50s,3~4,family,2,low,villa,1372460,389188,17513,0.8253,0.8266,1.11,116.1,high,produce,0.4964,0.107,0.1974,0.0724,0.1268
CUS000969,50s,2,couple,2,low,apartment,1372460,297258,13377,0.7128,0.6017,1.0,66.8,medium,produce,0.4085,0.2775,0.0896,0.1407,0.0837
CUS000970,60_plus,2,senior,1,low,apartment,597808,288200,12969,0.8912,0.8312,1.0,48.6,low,meat,0.3016,0.3123,0.2068,0.0801,0.0991
CUS000971,60_plus,2,senior,8,high,apartment,5406144,627410,28233,0.37,0.6775,1.0,69.9,medium,meat,0.287,0.2989,0.2367,0.1134,0.064
CUS000972,40s,3~4,family,6,middle,apartment,3778538,604066,27183,0.5202,0.719,1.11,62.6,medium,produce,0.472,0.2943,0.1035,0.0984,0.0319
CUS000973,60_plus,2,senior,9,high,villa,6734142,561182,25253,0.4385,0.9541,1.0,178.4,high,produce,0.4295,0.2625,0.2704,0.0328,0.0048
CUS000974,40s,3~4,family,3,low,apartment,2039997,298535,13434,0.6212,0.8858,1.11,92.7,medium,produce,0.2767,0.1865,0.2301,0.2576,0.0492
CUS000975,40s,2,couple,1,low,apartment,597808,281727,12678,0.9456,0.7774,1.0,87.6,medium,dairy,0.2724,0.2481,0.3058,0.1059,0.0677
CUS000976,60_plus,2,senior,4,middle,apartment,2650689,371585,16721,0.5844,0.6336,1.0,95.9,medium,produce,0.4781,0.3451,0.0536,0.0605,0.0626
CUS000977,60_plus,2,senior,2,low,apartment,1372460,340278,15313,0.7915,0.7628,1.0,64.8,medium,produce,0.5673,0.2398,0.1475,0.0219,0.0235
CUS000978,40s,3~4,family,1,low,villa,597808,351326,15810,0.8132,0.7202,1.11,84.2,medium,produce,0.3533,0.2477,0.1858,0.0607,0.1526
CUS000979,50s,3~4,family,7,middle,apartment,4564124,663637,29864,0.4387,0.83,1.11,56.2,medium,produce,0.5561,0.2251,0.0892,0.0424,0.0872
CUS000980,50s,2,couple,5,middle,single_household,3185740,404375,18197,0.6442,0.8725,1.0,152.7,high,produce,0.3939,0.2412,0.1701,0.1669,0.0279
CUS000981,30s,3~4,family,1,low,apartment,597808,288354,12976,0.8694,0.7708,1.11,64.1,medium,produce,0.3261,0.1216,0.1553,0.2578,0.1392
CUS000982,60_plus,3~4,family,8,high,single_household,5406144,601964,27088,0.481,0.7228,1.11,112.3,high,produce,0.5602,0.2511,0.1141,0.0646,0.01
CUS000983,40s,2,couple,6,middle,single_household,3778538,468471,21081,0.4988,0.9507,1.0,77.3,medium,produce,0.3751,0.3524,0.1608,0.0812,0.0305
CUS000984,20s,2,couple,5,middle,single_household,3185740,417064,18768,0.5032,0.6355,1.0,121.8,high,produce,0.3169,0.2605,0.1371,0.2598,0.0257
CUS000985,50s,2,couple,4,middle,single_household,2650689,362655,16319,0.4715,0.9615,1.0,100.4,medium,produce,0.3627,0.2346,0.2654,0.0895,0.0477
CUS000986,60_plus,1,senior,3,low,single_household,2039997,190890,8590,0.6746,0.7932,0.897,54.3,low,produce,0.4094,0.2088,0.2134,0.0719,0.0965
CUS000987,60_plus,3~4,family,7,middle,apartment,4564124,533574,24011,0.3768,0.8435,1.11,76.9,medium,produce,0.4954,0.204,0.0663,0.1611,0.0731
CUS000988,30s,1,single,6,middle,single_household,3778538,251978,11339,0.5207,0.7803,0.897,69.8,medium,produce,0.3874,0.2574,0.173,0.1087,0.0734
CUS000989,60_plus,5+,family,10,high,villa,10674991,781500,35168,0.349,0.6137,1.252,151.4,high,produce,0.443,0.2347,0.1387,0.0229,0.1608
CUS000990,60_plus,1,senior,2,low,apartment,1372460,194500,8752,0.7614,0.7198,0.897,139.7,high,meat,0.2741,0.3539,0.2476,0.0846,0.0399
CUS000991,50s,1,single,1,low,single_household,597808,177203,7974,0.8944,0.8097,0.897,83.3,medium,produce,0.4383,0.1467,0.1746,0.1559,0.0845
CUS000992,50s,2,couple,5,middle,apartment,3185740,364254,16391,0.531,0.7313,1.0,114.6,high,produce,0.4374,0.2207,0.2244,0.1007,0.0168
CUS000993,40s,3~4,family,9,high,single_household,6734142,615538,27699,0.4529,0.8628,1.11,141.2,high,produce,0.3671,0.3221,0.0925,0.1464,0.0719
CUS000994,50s,1,single,1,low,single_household,597808,210223,9460,0.8627,0.7932,0.897,111.9,high,meat,0.2845,0.4707,0.1637,0.0562,0.0249
CUS000995,30s,5+,family,4,middle,apartment,2650689,506914,22811,0.6569,0.7497,1.252,98.1,medium,produce,0.2769,0.1527,0.1677,0.2336,0.1691
CUS000996,60_plus,2,senior,1,low,apartment,597808,282222,12700,0.9479,0.7666,1.0,95.7,medium,produce,0.4618,0.2216,0.2217,0.0774,0.0175
CUS000997,40s,3~4,family,5,middle,apartment,3185740,406162,18277,0.5614,0.7313,1.11,192.3,high,produce,0.3983,0.179,0.1136,0.1149,0.1941
CUS000998,60_plus,1,senior,2,low,single_household,1372460,202060,9093,0.67,0.7276,0.897,72.3,medium,produce,0.4592,0.218,0.2204,0.0687,0.0337
CUS000999,30s,1,single,1,low,single_household,597808,220537,9924,0.8659,0.7053,0.897,83.8,medium,produce,0.4267,0.1924,0.1899,0.0411,0.1499
CUS001000,40s,3~4,family,7,middle,single_household,4564124,643113,28940,0.3216,0.8357,1.11,63.3,medium,produce,0.4517,0.2224,0.1988,0.0344,0.0927
CUS001001,40s,1,single,5,middle,apartment,3185740,277408,12483,0.558,0.7047,0.897,84.4,medium,meat,0.3249,0.3393,0.1627,0.0544,0.1187
CUS001002,60_plus,2,senior,6,middle,single_household,3778538,464870,20919,0.4732,0.7289,1.0,83.2,medium,produce,0.5268,0.3093,0.0952,0.0506,0.0181
CUS001003,50s,1,single,4,middle,villa,2650689,191017,8596,0.5209,0.8934,0.897,87.0,medium,produce,0.3143,0.284,0.1912,0.0375,0.173
CUS001004,60_plus,2,senior,10,high,villa,10674991,589159,26512,0.1504,0.81,1.0,74.5,medium,dairy,0.294,0.2545,0.3621,0.0274,0.0619
CUS001005,30s,1,single,4,middle,villa,2650689,232517,10463,0.5688,0.9086,0.897,76.6,medium,produce,0.3693,0.2434,0.1294,0.0978,0.1601
CUS001006,50s,3~4,family,6,middle,apartment,3778538,524600,23607,0.3699,0.7739,1.11,96.5,medium,produce,0.4889,0.2023,0.1831,0.0497,0.076
CUS001007,40s,3~4,family,10,high,apartment,10674991,697170,31373,0.237,0.7825,1.11,77.6,medium,meat,0.3608,0.3736,0.1391,0.0806,0.046
CUS001008,20s,1,single,4,middle,single_household,2650689,212400,9558,0.4544,0.5736,0.897,59.0,medium,produce,0.4169,0.3447,0.1144,0.0654,0.0586
CUS001009,60_plus,2,senior,5,middle,villa,3185740,359885,16195,0.4726,0.825,1.0,97.3,medium,meat,0.3719,0.3889,0.1103,0.0723,0.0567
CUS001010,40s,1,single,3,low,apartment,2039997,200668,9030,0.6362,0.7375,0.897,53.9,low,produce,0.3525,0.3201,0.0638,0.2042,0.0594
CUS001011,60_plus,2,senior,6,middle,apartment,3778538,356332,16035,0.5072,0.8377,1.0,131.0,high,produce,0.4594,0.2191,0.2459,0.029,0.0467
CUS001012,50s,1,single,7,middle,single_household,4564124,257897,11605,0.494,0.8072,0.897,52.7,low,meat,0.2752,0.5224,0.1,0.0784,0.024
CUS001013,30s,1,single,3,low,single_household,2039997,214374,9647,0.5843,0.6332,0.897,72.4,medium,produce,0.2638,0.2451,0.2305,0.2381,0.0224
CUS001014,50s,3~4,family,7,middle,apartment,4564124,487088,21919,0.5025,0.9623,1.11,79.6,medium,produce,0.5034,0.305,0.1072,0.0574,0.0271
CUS001015,40s,3~4,family,7,middle,villa,4564124,485197,21834,0.4969,0.7663,1.11,100.4,medium,produce,0.4268,0.1042,0.3709,0.0417,0.0565
CUS001016,30s,2,couple,5,middle,apartment,3185740,401892,18085,0.5078,0.6095,1.0,76.3,medium,produce,0.3807,0.1921,0.139,0.2202,0.068
CUS001017,60_plus,1,senior,2,low,villa,1372460,253501,11408,0.7078,0.7353,0.897,99.7,medium,produce,0.2988,0.2747,0.1248,0.0524,0.2492
CUS001018,40s,2,couple,6,middle,apartment,3778538,488372,21977,0.5461,0.7672,1.0,127.2,high,produce,0.3667,0.2643,0.1787,0.0608,0.1295
CUS001019,50s,3~4,family,8,high,apartment,5406144,542876,24429,0.3244,0.7024,1.11,95.6,medium,produce,0.4269,0.3493,0.1485,0.0571,0.0183
CUS001020,60_plus,2,senior,7,middle,apartment,4564124,408498,18382,0.4922,0.8822,1.0,104.4,medium,produce,0.4946,0.0968,0.3291,0.0327,0.0469
CUS001021,60_plus,2,senior,6,middle,apartment,3778538,427319,19229,0.5215,0.8988,1.0,50.1,low,produce,0.5328,0.1613,0.2565,0.0305,0.019
CUS001022,60_plus,2,senior,2,low,apartment,1372460,359468,16176,0.7166,0.9807,1.0,137.7,high,produce,0.5697,0.1571,0.167,0.079,0.0272
CUS001023,60_plus,1,senior,7,middle,single_household,4564124,244641,11009,0.3455,0.7572,0.897,55.9,medium,produce,0.4037,0.3438,0.2226,0.0229,0.007
CUS001024,40s,5+,family,10,high,villa,10674991,922786,41525,0.3274,0.7359,1.252,65.2,medium,produce,0.3958,0.3641,0.1833,0.0419,0.0149
CUS001025,50s,3~4,family,8,high,apartment,5406144,639040,28757,0.3954,0.6936,1.11,93.8,medium,produce,0.3363,0.2151,0.1559,0.1627,0.13
CUS001026,60_plus,2,senior,4,middle,apartment,2650689,356922,16061,0.5328,0.9569,1.0,75.2,medium,produce,0.4433,0.2386,0.1803,0.0584,0.0795
CUS001027,40s,3~4,family,2,low,apartment,1372460,396789,17855,0.6399,0.6236,1.11,118.8,high,meat,0.274,0.4658,0.0982,0.1477,0.0143
CUS001028,50s,1,single,4,middle,single_household,2650689,232513,10463,0.6911,0.7858,0.897,68.3,medium,produce,0.527,0.3362,0.0304,0.0817,0.0247
CUS001029,50s,1,single,4,middle,villa,2650689,174760,7864,0.6491,0.8636,0.897,64.0,medium,produce,0.3852,0.2877,0.1497,0.1303,0.0471
