customer_id,age_group,household_type,income_level,residence_type,price_sensitivity,freshness_sensitivity,preferred_category,visit_frequency
CUS002877,30s,couple,middle,villa,0.45,0.63,produce,high
CUS002878,30s,couple,middle,apartment,0.68,0.87,dairy,medium
CUS002879,40s,family,high,apartment,0.26,0.87,cheese,high
CUS002880,20s,couple,low,single_household,0.59,0.61,produce,medium
CUS002881,20s,couple,low,apartment,0.79,0.55,produce,high
CUS002882,20s,senior,middle,villa,0.37,0.87,meat,high
CUS002883,40s,couple,middle,apartment,0.42,0.67,meat,medium
CUS002884,30s,couple,low,apartment,0.25,0.78,deli,high
CUS002885,40s,family,high,apartment,0.45,0.96,cheese,low
CUS002886,30s,family,high,villa,0.57,0.87,meat,low
CUS002887,20s,single,low,single_household,0.9,0.61,deli,medium
CUS002888,60_plus,couple,high,apartment,0.24,0.99,dairy,medium
CUS002889,20s,couple,low,villa,0.7,0.72,produce,high
CUS002890,20s,single,low,single_household,0.65,0.67,produce,high
CUS002891,20s,family,low,apartment,0.66,0.64,produce,medium
CUS002892,60_plus,couple,middle,single_household,0.55,0.85,cheese,low
CUS002893,40s,couple,middle,single_household,0.38,0.78,produce,low
CUS002894,40s,couple,middle,apartment,0.57,0.86,dairy,medium
CUS002895,60_plus,couple,low,villa,0.34,0.39,meat,medium
CUS002896,20s,couple,middle,villa,0.86,0.83,produce,medium
CUS002897,60_plus,senior,middle,villa,0.42,0.66,dairy,low
CUS002898,30s,single,middle,single_household,0.47,0.74,produce,medium
CUS002899,40s,single,low,single_household,0.88,0.8,deli,medium
CUS002900,30s,family,middle,apartment,0.49,0.91,produce,medium
CUS002901,30s,single,middle,apartment,0.46,0.86,meat,low
CUS002902,60_plus,senior,low,villa,0.72,0.96,deli,medium
CUS002903,20s,single,high,apartment,0.62,0.65,deli,high
CUS002904,60_plus,single,middle,villa,0.6,0.74,meat,medium
CUS002905,30s,family,low,villa,0.68,0.91,dairy,low
CUS002906,40s,family,low,villa,0.61,0.79,meat,low
CUS002907,60_plus,senior,low,villa,0.56,0.82,deli,medium
CUS002908,20s,family,low,apartment,0.66,0.68,produce,high
CUS002909,60_plus,senior,middle,apartment,0.6,0.65,dairy,low
CUS002910,40s,couple,low,villa,0.75,0.81,cheese,low
CUS002911,50s,family,middle,apartment,0.26,0.65,produce,medium
CUS002912,20s,single,middle,single_household,0.5,0.56,meat,low
CUS002913,40s,couple,middle,villa,0.6,0.82,dairy,low
CUS002914,40s,couple,middle,apartment,0.69,0.57,produce,medium
CUS002915,40s,family,low,apartment,0.75,0.67,produce,low
CUS002916,20s,single,high,single_household,0.56,0.56,dairy,high
CUS002917,30s,family,middle,apartment,0.48,0.75,meat,medium
CUS002918,50s,senior,high,villa,0.54,0.73,meat,low
CUS002919,20s,single,low,single_household,0.68,0.33,meat,medium
CUS002920,50s,family,middle,apartment,0.48,0.9,produce,low
CUS002921,60_plus,senior,low,apartment,0.68,0.84,cheese,medium
CUS002922,20s,single,middle,single_household,0.56,0.75,meat,high
CUS002923,20s,family,middle,apartment,0.59,0.75,cheese,medium
CUS002924,40s,family,low,apartment,0.6,0.87,deli,medium
CUS002925,20s,couple,middle,apartment,0.54,0.83,produce,medium
CUS002926,40s,family,middle,apartment,0.63,0.63,dairy,medium
CUS002927,40s,couple,high,apartment,0.3,0.8,cheese,high
CUS002928,40s,couple,middle,apartment,0.66,0.96,produce,medium
CUS002929,30s,couple,middle,apartment,0.87,0.85,deli,medium
CUS002930,40s,single,high,single_household,0.47,0.57,produce,low
CUS002931,40s,family,high,villa,0.17,1.0,meat,medium
CUS002932,30s,couple,high,single_household,0.55,0.63,produce,medium
CUS002933,40s,couple,high,apartment,0.36,0.8,dairy,high
CUS002934,50s,senior,high,apartment,0.61,0.88,meat,medium
CUS002935,40s,single,high,single_household,0.41,0.79,produce,medium
CUS002936,40s,couple,middle,apartment,0.73,0.71,deli,high
CUS002937,30s,couple,middle,single_household,0.6,0.82,meat,high
CUS002938,20s,family,high,villa,0.27,0.8,dairy,medium
CUS002939,30s,couple,middle,villa,0.47,0.74,produce,low
CUS002940,20s,family,low,apartment,0.32,0.77,meat,medium
CUS002941,60_plus,family,high,apartment,0.39,0.87,produce,medium
CUS002942,30s,family,middle,villa,0.81,0.77,dairy,medium
CUS002943,50s,couple,high,single_household,0.55,0.78,produce,medium
CUS002944,20s,family,high,apartment,0.23,0.85,cheese,low
CUS002945,30s,family,high,apartment,0.57,0.67,meat,high
CUS002946,30s,couple,high,villa,0.59,0.5,dairy,high
CUS002947,30s,family,middle,apartment,0.6,0.64,produce,medium
CUS002948,50s,couple,middle,single_household,0.59,0.62,deli,medium
CUS002949,60_plus,couple,low,villa,0.71,0.7,produce,medium
CUS002950,50s,family,middle,apartment,0.51,0.6,produce,low
CUS002951,20s,single,low,single_household,0.67,0.6,deli,low
CUS002952,50s,couple,middle,apartment,0.47,0.9,deli,medium
CUS002953,20s,single,middle,villa,0.59,0.62,produce,low
CUS002954,60_plus,senior,middle,single_household,0.6,0.79,produce,low
CUS002955,40s,family,high,apartment,0.24,1.0,deli,low
CUS002956,30s,family,middle,apartment,0.49,0.69,dairy,low
CUS002957,20s,single,low,villa,0.71,0.2,produce,medium
CUS002958,20s,family,low,single_household,0.56,0.7,produce,low
CUS002959,30s,single,middle,single_household,0.43,0.61,cheese,high
CUS002960,60_plus,couple,middle,single_household,0.58,0.67,dairy,medium
CUS002961,50s,couple,high,apartment,0.24,1.0,meat,medium
CUS002962,60_plus,senior,middle,apartment,0.37,0.84,dairy,low
CUS002963,20s,family,low,apartment,0.78,0.78,dairy,medium
CUS002964,40s,family,middle,villa,0.45,0.83,dairy,low
CUS002965,30s,single,high,villa,0.29,0.62,meat,high
CUS002966,40s,single,high,apartment,0.53,0.8,deli,high
CUS002967,30s,couple,high,apartment,0.31,0.61,dairy,low
CUS002968,30s,family,middle,apartment,0.57,0.88,meat,medium
CUS002969,40s,family,middle,apartment,0.35,0.84,meat,medium
CUS002970,20s,family,high,villa,0.58,0.67,meat,low
CUS002971,40s,family,low,apartment,0.55,0.84,cheese,low
CUS002972,40s,family,high,apartment,0.67,0.79,dairy,medium
CUS002973,20s,single,middle,single_household,0.56,0.57,cheese,low
CUS002974,60_plus,couple,low,villa,0.43,0.74,dairy,low
CUS002975,40s,couple,high,single_household,0.61,0.82,meat,high
CUS002976,50s,family,middle,single_household,0.46,0.9,meat,medium
CUS002977,40s,family,high,apartment,0.37,0.85,meat,medium
CUS002978,50s,single,middle,villa,0.65,0.84,produce,high
CUS002979,50s,family,high,apartment,0.52,0.85,cheese,medium
CUS002980,50s,single,middle,villa,0.76,0.85,cheese,medium
CUS002981,40s,family,high,villa,0.32,0.55,dairy,low
CUS002982,30s,single,middle,single_household,0.46,0.75,deli,medium
CUS002983,20s,single,middle,apartment,0.76,0.66,deli,low
CUS002984,40s,senior,high,villa,0.39,0.95,produce,medium
CUS002985,20s,family,low,apartment,0.84,0.61,dairy,medium
CUS002986,30s,family,middle,apartment,0.37,0.63,deli,low
CUS002987,20s,single,low,single_household,0.84,0.65,deli,low
CUS002988,40s,family,middle,villa,0.3,0.88,meat,medium
CUS002989,20s,couple,low,apartment,0.74,0.76,meat,medium
CUS002990,40s,couple,high,apartment,0.32,0.92,cheese,medium
CUS002991,50s,family,middle,apartment,0.45,0.65,meat,low
CUS002992,50s,couple,middle,apartment,0.42,0.82,produce,medium
CUS002993,30s,couple,low,apartment,0.87,0.74,deli,medium
CUS002994,40s,family,middle,apartment,0.53,0.82,meat,medium
CUS002995,40s,family,low,apartment,0.6,0.53,meat,high
CUS002996,40s,couple,middle,single_household,0.46,0.68,cheese,medium
CUS002997,40s,couple,middle,apartment,0.39,0.79,produce,high
CUS002998,30s,family,middle,apartment,0.49,0.81,produce,medium
CUS002999,60_plus,couple,high,apartment,0.35,0.83,dairy,medium
CUS003000,20s,single,low,single_household,0.58,0.4,deli,medium
CUS003001,50s,family,middle,apartment,0.8,0.81,dairy,medium
CUS003002,40s,family,middle,apartment,0.72,0.77,deli,low
CUS003003,30s,single,low,apartment,0.41,0.64,cheese,low
CUS003004,50s,family,middle,villa,0.39,0.83,meat,medium
CUS003005,20s,single,low,single_household,0.68,0.7,dairy,medium
CUS003006,50s,couple,low,apartment,0.53,0.47,dairy,medium
CUS003007,40s,couple,high,apartment,0.5,0.55,produce,high
CUS003008,20s,couple,high,villa,0.66,0.76,cheese,low
CUS003009,20s,senior,middle,apartment,0.68,0.67,dairy,low
CUS003010,50s,couple,high,apartment,0.41,1.0,deli,low
CUS003011,30s,family,middle,apartment,0.55,0.89,produce,low
CUS003012,50s,single,middle,single_household,0.63,0.68,produce,medium
CUS003013,50s,couple,high,apartment,0.44,0.92,produce,medium
CUS003014,40s,family,low,apartment,0.56,0.66,dairy,high
CUS003015,30s,single,middle,single_household,0.59,0.77,meat,high
CUS003016,50s,couple,middle,villa,0.59,0.74,produce,low
CUS003017,60_plus,family,high,villa,0.4,0.86,produce,high
CUS003018,20s,family,low,apartment,0.55,0.79,dairy,medium
CUS003019,30s,couple,middle,villa,0.53,0.46,meat,medium
CUS003020,30s,single,middle,apartment,0.8,0.78,meat,medium
CUS003021,30s,family,low,villa,0.66,0.68,produce,low
CUS003022,50s,couple,high,villa,0.47,0.96,deli,medium
CUS003023,40s,family,high,apartment,0.33,0.78,cheese,high
CUS003024,40s,family,middle,single_household,0.39,0.75,dairy,medium
CUS003025,30s,family,middle,apartment,0.56,0.9,cheese,high
CUS003026,20s,single,low,apartment,0.58,0.42,produce,high
CUS003027,30s,single,low,single_household,0.57,0.71,deli,medium
CUS003028,50s,family,middle,apartment,0.19,0.84,meat,medium
CUS003029,40s,single,high,single_household,0.57,0.56,meat,medium
CUS003030,30s,family,low,apartment,0.64,0.71,meat,low
CUS003031,50s,couple,middle,apartment,0.62,0.88,deli,medium
CUS003032,20s,single,middle,single_household,0.33,0.56,meat,high
CUS003033,30s,family,high,apartment,0.34,0.77,produce,low
CUS003034,30s,family,low,apartment,0.52,0.61,produce,low
CUS003035,60_plus,senior,low,single_household,0.57,0.7,deli,low
CUS003036,50s,couple,high,villa,0.45,0.84,dairy,medium
CUS003037,40s,family,middle,villa,0.46,0.75,meat,medium
CUS003038,20s,family,middle,apartment,0.42,0.64,dairy,low
CUS003039,20s,couple,middle,single_household,0.78,0.54,dairy,medium
CUS003040,40s,family,middle,apartment,0.4,0.78,cheese,low
CUS003041,30s,family,middle,villa,0.6,0.85,meat,high
CUS003042,60_plus,couple,low,villa,0.55,0.88,meat,low
CUS003043,50s,couple,middle,apartment,0.52,0.75,cheese,medium
CUS003044,30s,couple,middle,apartment,0.4,0.71,produce,medium
CUS003045,50s,family,high,apartment,0.74,0.83,dairy,medium
CUS003046,60_plus,senior,high,apartment,0.31,0.87,produce,medium
CUS003047,40s,family,high,villa,0.4,0.71,meat,medium
CUS003048,40s,couple,middle,villa,0.71,0.87,cheese,low
CUS003049,60_plus,single,middle,single_household,0.52,0.9,produce,medium
CUS003050,30s,family,middle,apartment,0.6,0.67,dairy,low
CUS003051,50s,family,middle,apartment,0.22,0.75,meat,high
CUS003052,20s,single,middle,single_household,0.62,0.55,produce,medium
CUS003053,40s,couple,low,apartment,0.73,0.67,produce,medium
CUS003054,50s,family,middle,apartment,0.52,0.78,produce,medium
CUS003055,40s,couple,low,apartment,0.63,0.81,dairy,high
CUS003056,40s,single,low,villa,0.53,0.64,meat,low
CUS003057,40s,senior,middle,apartment,0.36,0.73,produce,medium
CUS003058,20s,couple,low,villa,0.72,0.69,deli,medium
CUS003059,30s,family,middle,apartment,0.69,0.6,meat,high
CUS003060,30s,family,middle,single_household,0.43,0.82,dairy,medium
CUS003061,40s,couple,middle,apartment,0.56,0.8,deli,medium
CUS003062,30s,couple,middle,apartment,0.41,0.84,produce,low
CUS003063,30s,family,middle,apartment,0.49,0.77,cheese,medium
CUS003064,50s,family,middle,single_household,0.65,0.91,dairy,low
CUS003065,30s,single,high,single_household,0.37,0.79,produce,medium
CUS003066,30s,family,low,apartment,0.55,0.74,cheese,medium
CUS003067,30s,single,middle,single_household,0.71,0.71,deli,high
CUS003068,20s,single,low,apartment,0.58,0.44,dairy,high
CUS003069,50s,family,high,apartment,0.35,0.87,produce,low
CUS003070,30s,single,low,single_household,0.52,0.49,deli,low
CUS003071,20s,single,high,single_household,0.68,0.73,deli,medium
CUS003072,60_plus,senior,middle,villa,0.59,0.84,produce,low
CUS003073,50s,couple,middle,single_household,0.42,0.49,cheese,medium
CUS003074,50s,couple,high,apartment,0.24,0.57,produce,medium
CUS003075,50s,family,low,apartment,0.57,0.72,deli,high
CUS003076,60_plus,single,middle,single_household,0.65,1.0,produce,medium
CUS003077,30s,family,low,apartment,0.44,0.6,dairy,medium
CUS003078,40s,couple,middle,apartment,0.64,0.76,deli,medium
CUS003079,40s,family,high,villa,0.53,0.88,dairy,high
CUS003080,30s,family,high,villa,0.25,0.78,meat,medium
CUS003081,30s,single,middle,single_household,0.43,0.39,cheese,high
CUS003082,20s,family,middle,villa,0.73,0.85,dairy,medium
CUS003083,40s,couple,low,apartment,0.56,0.53,dairy,medium
CUS003084,50s,couple,middle,villa,0.32,0.68,deli,high
CUS003085,50s,family,high,apartment,0.22,1.0,dairy,medium
CUS003086,30s,family,low,apartment,0.81,0.77,produce,medium
CUS003087,30s,family,middle,apartment,0.87,0.91,dairy,medium
CUS003088,40s,couple,low,apartment,0.62,0.56,produce,medium
CUS003089,40s,family,high,apartment,0.17,0.92,dairy,high
CUS003090,60_plus,couple,low,villa,0.63,0.82,cheese,medium
CUS003091,50s,family,high,villa,0.27,0.95,cheese,low
CUS003092,60_plus,senior,low,single_household,0.67,0.81,produce,low
CUS003093,50s,family,middle,apartment,0.49,0.66,produce,medium
CUS003094,60_plus,senior,middle,apartment,0.25,0.75,produce,medium
CUS003095,40s,family,high,apartment,0.36,0.83,produce,medium
CUS003096,20s,couple,high,apartment,0.44,0.53,produce,low
CUS003097,20s,single,low,apartment,0.69,0.42,cheese,high
CUS003098,30s,family,low,apartment,0.59,0.75,dairy,medium
CUS003099,30s,family,middle,apartment,0.54,0.89,meat,medium
CUS003100,20s,single,middle,single_household,0.64,0.7,deli,low
CUS003101,60_plus,senior,middle,villa,0.72,0.69,deli,low
CUS003102,20s,senior,low,apartment,0.75,0.86,produce,medium
CUS003103,60_plus,senior,middle,single_household,0.71,0.63,deli,low
CUS003104,50s,family,low,apartment,0.51,0.88,dairy,low
CUS003105,40s,family,high,villa,0.18,0.86,cheese,medium
CUS003106,40s,family,high,apartment,0.65,0.96,dairy,medium
CUS003107,30s,single,middle,apartment,0.53,0.89,meat,high
CUS003108,40s,couple,high,villa,0.2,0.79,meat,low
CUS003109,20s,couple,high,single_household,0.3,0.9,cheese,high
CUS003110,60_plus,family,middle,villa,0.35,0.96,dairy,medium
CUS003111,30s,single,high,single_household,0.53,0.55,dairy,medium
CUS003112,30s,family,low,apartment,0.64,0.73,dairy,medium
CUS003113,50s,senior,low,villa,0.8,0.85,dairy,low
CUS003114,40s,family,high,apartment,0.54,0.96,dairy,low
CUS003115,40s,family,middle,apartment,0.58,0.95,meat,low
CUS003116,40s,family,middle,apartment,0.67,0.82,deli,low
CUS003117,20s,couple,low,apartment,0.81,0.61,meat,high
CUS003118,40s,family,low,apartment,0.62,0.8,cheese,high
CUS003119,30s,couple,middle,apartment,0.43,0.63,deli,medium
CUS003120,30s,family,high,single_household,0.42,0.87,dairy,high
CUS003121,20s,single,middle,single_household,0.64,0.62,cheese,high
CUS003122,30s,family,high,apartment,0.52,0.85,dairy,medium
CUS003123,30s,family,middle,apartment,0.49,0.92,cheese,medium
CUS003124,40s,family,middle,apartment,0.51,0.78,meat,high
CUS003125,20s,senior,low,villa,0.6,0.91,produce,medium
CUS003126,20s,family,low,apartment,0.72,0.55,meat,medium
CUS003127,40s,family,middle,apartment,0.63,0.62,deli,high
CUS003128,20s,single,low,apartment,0.86,0.48,deli,low
CUS003129,40s,family,low,apartment,0.61,0.54,produce,medium
CUS003130,60_plus,senior,middle,apartment,0.52,0.78,produce,medium
CUS003131,30s,couple,middle,villa,0.68,0.76,deli,medium
CUS003132,60_plus,couple,middle,villa,0.73,0.8,dairy,high
CUS003133,20s,single,middle,apartment,0.7,0.81,produce,medium
CUS003134,20s,couple,middle,villa,0.47,0.76,deli,high
CUS003135,50s,couple,low,apartment,0.67,0.8,dairy,low
CUS003136,50s,couple,high,apartment,0.04,0.83,cheese,medium
CUS003137,50s,senior,middle,single_household,0.45,1.0,meat,medium
CUS003138,20s,family,high,apartment,0.43,0.92,meat,high
CUS003139,50s,family,middle,villa,0.6,0.66,meat,high
CUS003140,30s,family,high,apartment,0.26,0.86,deli,medium
CUS003141,30s,family,middle,villa,0.43,0.91,produce,high
CUS003142,20s,family,middle,apartment,0.46,0.77,dairy,low
CUS003143,60_plus,senior,low,apartment,0.27,0.9,meat,high
CUS003144,20s,senior,middle,apartment,0.68,0.77,dairy,medium
CUS003145,50s,couple,high,apartment,0.45,0.8,deli,high
CUS003146,40s,single,middle,villa,0.61,0.55,meat,low
CUS003147,50s,couple,high,single_household,0.54,0.71,meat,medium
CUS003148,50s,couple,middle,villa,0.4,0.94,produce,medium
CUS003149,50s,family,high,apartment,0.55,0.85,produce,medium
CUS003150,20s,couple,middle,apartment,0.46,0.73,produce,low
CUS003151,20s,single,low,single_household,0.79,0.8,cheese,low
CUS003152,40s,family,high,apartment,0.33,0.93,produce,low
CUS003153,30s,single,middle,single_household,0.57,0.67,cheese,medium
CUS003154,20s,single,middle,single_household,0.67,0.71,deli,high
CUS003155,20s,family,middle,apartment,0.61,0.66,produce,medium
CUS003156,30s,couple,middle,villa,0.39,0.62,produce,medium
CUS003157,20s,single,middle,single_household,0.4,0.7,deli,low
CUS003158,20s,single,low,villa,0.67,0.72,meat,high
CUS003159,60_plus,senior,middle,apartment,0.23,0.59,deli,low
CUS003160,30s,couple,high,villa,0.41,0.88,dairy,medium
CUS003161,60_plus,senior,low,apartment,0.68,0.87,produce,medium
CUS003162,60_plus,senior,low,apartment,0.57,0.85,cheese,high
CUS003163,20s,couple,low,single_household,0.71,0.61,cheese,medium
CUS003164,50s,couple,middle,apartment,0.5,0.87,deli,medium
CUS003165,40s,single,low,single_household,0.58,0.77,deli,medium
CUS003166,40s,family,high,villa,0.41,0.7,deli,low
CUS003167,20s,single,low,single_household,0.96,0.78,produce,medium
CUS003168,20s,family,high,villa,0.52,0.7,dairy,medium
CUS003169,20s,single,middle,single_household,0.4,0.83,cheese,low
CUS003170,40s,family,high,apartment,0.33,0.52,dairy,low
CUS003171,60_plus,senior,low,villa,0.62,0.69,cheese,high
CUS003172,40s,family,middle,apartment,0.33,0.73,meat,medium
CUS003173,50s,single,middle,single_household,0.64,0.78,produce,medium
CUS003174,60_plus,senior,high,villa,0.16,1.0,produce,medium
CUS003175,40s,single,low,apartment,0.72,0.77,produce,medium
CUS003176,20s,single,middle,single_household,0.41,0.73,deli,medium
CUS003177,50s,single,high,villa,0.6,0.95,deli,medium
CUS003178,30s,couple,middle,apartment,0.67,0.55,produce,low
CUS003179,20s,single,low,single_household,0.54,0.42,deli,medium
CUS003180,40s,family,high,apartment,0.59,0.91,cheese,low
CUS003181,60_plus,couple,middle,villa,0.66,0.79,deli,high
CUS003182,30s,senior,low,villa,0.96,0.38,dairy,high
CUS003183,40s,family,middle,apartment,0.43,0.8,produce,high
CUS003184,20s,couple,middle,apartment,0.63,0.47,produce,low
CUS003185,20s,family,low,apartment,0.77,0.62,meat,medium
CUS003186,20s,single,low,apartment,0.5,0.59,deli,medium
CUS003187,50s,senior,low,single_household,0.69,0.53,produce,low
CUS003188,50s,family,high,apartment,0.37,0.67,meat,low
CUS003189,20s,single,middle,single_household,0.78,0.6,produce,medium
CUS003190,30s,family,middle,apartment,0.58,0.81,meat,medium
CUS003191,20s,single,low,single_household,0.51,0.58,produce,medium
CUS003192,20s,couple,low,single_household,0.76,0.33,meat,medium
CUS003193,40s,couple,middle,apartment,0.33,0.68,meat,low
CUS003194,40s,couple,middle,apartment,0.48,0.62,deli,medium
CUS003195,40s,family,low,apartment,0.59,0.85,dairy,medium
CUS003196,30s,couple,middle,apartment,0.57,0.69,produce,medium
CUS003197,40s,couple,high,villa,0.27,0.99,dairy,low
CUS003198,20s,senior,low,apartment,0.93,0.6,meat,low
CUS003199,20s,family,low,apartment,0.51,0.72,dairy,medium
CUS003200,60_plus,senior,low,single_household,0.55,0.84,dairy,medium
CUS003201,50s,family,middle,apartment,0.56,0.82,meat,medium
CUS003202,60_plus,senior,middle,apartment,0.56,0.96,deli,medium
CUS003203,60_plus,family,middle,apartment,0.44,0.87,deli,medium
CUS003204,40s,family,high,apartment,0.57,0.88,dairy,medium
CUS003205,60_plus,senior,middle,apartment,0.5,0.83,deli,high
CUS003206,30s,family,middle,apartment,0.71,0.67,meat,medium
CUS003207,20s,single,high,single_household,0.75,0.68,produce,low
CUS003208,20s,couple,middle,single_household,0.75,0.79,produce,medium
CUS003209,20s,single,high,single_household,0.46,0.65,meat,high
CUS003210,20s,single,high,villa,0.29,0.61,deli,medium
CUS003211,30s,single,middle,apartment,0.9,0.74,deli,medium
CUS003212,50s,senior,high,villa,0.5,0.9,dairy,medium
CUS003213,50s,couple,low,single_household,0.5,0.68,meat,high
CUS003214,40s,family,middle,apartment,0.64,0.81,meat,medium
CUS003215,20s,single,low,single_household,1.0,0.62,deli,low
CUS003216,50s,family,middle,apartment,0.58,0.84,produce,high
CUS003217,30s,couple,middle,apartment,0.47,0.52,meat,medium
CUS003218,20s,single,low,single_household,0.56,0.55,deli,high
CUS003219,30s,single,middle,single_household,0.74,0.74,deli,high
CUS003220,30s,family,high,apartment,0.32,0.77,deli,high
CUS003221,30s,family,middle,apartment,0.5,0.77,dairy,high
CUS003222,50s,family,high,apartment,0.6,0.55,produce,medium
CUS003223,50s,family,high,apartment,0.48,0.89,deli,high
CUS003224,40s,single,high,single_household,0.64,0.85,deli,medium
CUS003225,20s,single,middle,single_household,0.57,0.69,deli,medium
CUS003226,50s,family,high,apartment,0.6,0.98,meat,medium
CUS003227,40s,family,middle,apartment,0.45,0.67,meat,medium
CUS003228,20s,family,low,apartment,0.7,0.47,meat,high
CUS003229,40s,couple,high,villa,0.42,0.67,produce,medium
CUS003230,40s,single,high,single_household,0.45,0.91,deli,medium
CUS003231,30s,family,middle,apartment,0.69,0.87,deli,medium
CUS003232,20s,single,high,single_household,0.6,0.88,meat,medium
CUS003233,40s,family,low,apartment,0.57,0.64,meat,high
CUS003234,20s,family,low,apartment,0.97,0.59,meat,low
CUS003235,20s,family,middle,apartment,0.72,0.77,meat,medium
CUS003236,20s,couple,middle,single_household,0.59,0.87,dairy,low
CUS003237,60_plus,single,low,villa,0.82,0.67,produce,high
CUS003238,30s,family,middle,villa,0.84,0.9,produce,medium
CUS003239,30s,single,low,single_household,0.5,0.57,dairy,low
CUS003240,30s,family,middle,apartment,0.76,0.74,produce,medium
CUS003241,50s,senior,middle,apartment,0.23,0.88,meat,low
CUS003242,40s,couple,high,single_household,0.42,0.68,meat,low
CUS003243,60_plus,senior,low,single_household,0.62,0.87,meat,medium
CUS003244,30s,single,low,apartment,0.85,0.73,deli,medium
CUS003245,20s,single,high,villa,0.28,0.65,dairy,medium
CUS003246,40s,family,high,apartment,0.4,0.9,cheese,medium
CUS003247,30s,couple,high,apartment,0.67,0.75,cheese,low
CUS003248,50s,couple,middle,apartment,0.52,0.91,meat,medium
CUS003249,50s,single,middle,single_household,0.26,0.78,produce,high
CUS003250,40s,family,middle,apartment,0.55,0.79,dairy,medium
CUS003251,60_plus,senior,low,apartment,0.79,0.58,deli,low
CUS003252,40s,couple,high,single_household,0.45,0.61,meat,medium
CUS003253,30s,family,middle,villa,0.58,0.77,produce,low
CUS003254,40s,senior,middle,apartment,0.64,0.84,produce,low
CUS003255,20s,family,middle,apartment,0.84,0.65,produce,medium
CUS003256,50s,family,middle,apartment,0.41,0.9,dairy,medium
CUS003257,20s,single,middle,single_household,0.51,0.83,cheese,low
CUS003258,30s,single,low,single_household,0.52,0.62,produce,medium
CUS003259,40s,family,low,apartment,0.7,0.65,deli,low
CUS003260,20s,single,low,apartment,0.61,0.77,deli,medium
CUS003261,20s,single,middle,single_household,0.3,0.57,dairy,low
CUS003262,40s,couple,middle,villa,0.23,0.48,cheese,low
CUS003263,20s,family,middle,apartment,0.83,0.77,produce,low
CUS003264,40s,family,middle,villa,0.5,0.92,meat,low
CUS003265,30s,single,middle,single_household,0.41,0.75,deli,high
CUS003266,30s,couple,high,villa,0.42,0.85,deli,medium
CUS003267,20s,family,middle,apartment,0.68,0.9,produce,medium
CUS003268,50s,couple,middle,apartment,0.4,0.86,dairy,high
CUS003269,60_plus,couple,middle,single_household,0.62,0.9,meat,low
CUS003270,20s,family,middle,villa,0.7,0.74,produce,high
CUS003271,60_plus,single,low,single_household,0.66,0.75,meat,high
CUS003272,40s,senior,low,single_household,0.58,0.52,produce,medium
CUS003273,40s,family,low,villa,0.54,0.8,meat,medium
CUS003274,50s,family,high,apartment,0.39,0.68,deli,low
CUS003275,50s,couple,middle,apartment,0.58,0.87,deli,medium
CUS003276,50s,family,middle,villa,0.8,0.85,meat,high
CUS003277,40s,family,high,apartment,0.49,0.95,deli,high
CUS003278,40s,family,middle,apartment,0.51,0.49,deli,medium
CUS003279,30s,single,middle,apartment,0.66,0.48,meat,medium
CUS003280,20s,couple,low,apartment,0.75,0.7,dairy,low
CUS003281,40s,couple,high,apartment,0.33,0.61,cheese,low
CUS003282,20s,single,low,apartment,0.61,0.65,cheese,medium
CUS003283,30s,family,high,apartment,0.16,0.86,deli,high
CUS003284,20s,family,high,apartment,0.63,0.74,dairy,medium
CUS003285,20s,family,low,apartment,0.58,0.7,produce,low
CUS003286,40s,couple,middle,villa,0.53,0.57,deli,medium
CUS003287,40s,family,low,apartment,0.54,0.28,meat,medium
CUS003288,30s,couple,low,single_household,0.63,0.84,produce,medium
CUS003289,20s,single,middle,single_household,0.6,0.76,meat,medium
CUS003290,30s,family,low,apartment,0.71,0.51,meat,high
CUS003291,30s,senior,middle,apartment,0.53,0.59,dairy,medium
CUS003292,50s,family,high,apartment,0.44,1.0,produce,low
CUS003293,40s,family,high,apartment,0.34,0.79,meat,medium
CUS003294,40s,family,middle,apartment,0.29,0.88,produce,high
CUS003295,40s,single,middle,apartment,0.59,0.86,produce,high
CUS003296,60_plus,senior,middle,single_household,0.43,0.63,deli,medium
CUS003297,50s,senior,high,single_household,0.25,0.89,produce,low
CUS003298,40s,family,high,apartment,0.46,1.0,meat,low
CUS003299,40s,single,middle,single_household,0.38,0.68,deli,low
CUS003300,20s,senior,middle,apartment,0.65,0.66,meat,medium
CUS003301,60_plus,couple,high,single_household,0.49,0.85,produce,medium
CUS003302,30s,family,low,apartment,0.78,0.52,dairy,medium
CUS003303,30s,couple,high,single_household,0.55,0.77,meat,medium
CUS003304,60_plus,senior,low,villa,0.53,0.66,dairy,low
CUS003305,50s,family,middle,apartment,0.58,0.92,cheese,high
CUS003306,20s,family,high,villa,0.43,0.88,produce,medium
CUS003307,20s,single,low,single_household,0.62,0.52,deli,high
CUS003308,20s,single,low,single_household,0.74,0.56,dairy,medium
CUS003309,40s,family,middle,villa,0.64,0.75,dairy,low
CUS003310,20s,single,middle,apartment,0.52,0.54,meat,medium
CUS003311,60_plus,single,low,apartment,0.75,0.4,deli,high
CUS003312,60_plus,couple,high,single_household,0.19,0.68,cheese,low
CUS003313,40s,family,middle,apartment,0.63,0.67,produce,medium
CUS003314,40s,couple,low,apartment,0.61,0.63,meat,medium
CUS003315,30s,family,middle,apartment,0.6,0.88,meat,medium
CUS003316,20s,family,middle,apartment,0.39,0.74,deli,high
